,song_name,song_popularity,song_duration_ms,danceability,energy,speechiness,artist_name,album_names,artists_path,fat_burning,genre
0,Boulevard of Broken Dreams,73,262333,0.496,0.682,0.0294,Green Day,Greatest Hits: God's Favorite Band,green-day,48.28498880484493,alternative
1,In The End,66,216933,0.542,0.853,0.0498,Linkin Park,Hybrid Theory,linkin-park,47.283949913204346,metal
2,Seven Nation Army,76,231733,0.737,0.463,0.0792,The White Stripes,Elephant,the-white-stripes,43.44932649384618,
3,Seven Nation Army,76,231733,0.737,0.463,0.0792,Zella Day,Seven Nation Army,zella-day,43.44932649384618,alternative
4,By The Way,74,216933,0.451,0.97,0.107,Red Hot Chili Peppers,By The Way (Deluxe Version),red-hot-chili-peppers,48.165227832733606,alternative
5,How You Remind Me,56,223826,0.447,0.7659999999999999,0.0313,Nickelback,Silver Side Up,nickelback,42.42142501121077,rock
6,Bring Me To Life,80,235893,0.316,0.945,0.124,Evanescence,Fallen,evanescence,46.47763906445065,metal
7,Last Resort,81,199893,0.581,0.887,0.0624,Papa Roach,Infest,papa-roach,45.84981211201717,metal
8,Are You Gonna Be My Girl,76,213800,0.613,0.953,0.0855,Jet,Get Born,jet,52.313451842083474,alternative
9,Mr. Brightside,80,222586,0.33,0.936,0.0917,The Killers,Hot Fuss,the-killers,44.02967395770997,alternative
10,Mr. Brightside,80,222586,0.33,0.936,0.0917,Run River North,Mr. Brightside,run-river-north,44.02967395770997,alternative
11,Sex on Fire,81,203346,0.542,0.905,0.054000000000000006,Kings of Leon,Only By The Night,kings-of-leon,45.974613169502305,alternative
12,The Middle,78,168253,0.629,0.897,0.0483,Jimmy Eat World,Bleed American (Deluxe Edition),jimmy-eat-world,40.117260538523674,alternative
13,The Middle,78,168253,0.629,0.897,0.0483,Zedd,The Middle,zedd,40.117260538523674,electronic
14,Numb,63,185586,0.496,0.863,0.0381,Linkin Park,Meteora,linkin-park,39.407473019910654,metal
15,Numb,63,185586,0.496,0.863,0.0381,Witt Lowry,Numb,witt-lowry,39.407473019910654,hip-hop
16,Smooth Criminal,75,209266,0.647,0.964,0.06,Alien Ant Farm,Anthology,alien-ant-farm,52.67543518919265,metal
17,Can't Stop,81,269000,0.618,0.938,0.0456,Red Hot Chili Peppers,By The Way (Deluxe Version),red-hot-chili-peppers,65.39970531664397,alternative
18,Can't Stop,81,269000,0.618,0.938,0.0456,Maroon 5,It Won't Be Soon Before Long.,maroon-5,65.39970531664397,rock
19,Chop Suey!,69,210240,0.42,0.929,0.121,System Of A Down,Toxicity,system-of-a-down,44.31402683399765,metal
20,Take Me Out,77,237026,0.278,0.6759999999999999,0.0371,Franz Ferdinand,Franz Ferdinand,franz-ferdinand,35.33119128012262,alternative
21,Take Me Out,77,237026,0.278,0.6759999999999999,0.0371,Emma Blackery,Take Me Out,emma-blackery,35.33119128012262,electronic
22,I Miss You,71,227240,0.659,0.778,0.0379,blink-182,blink-182,blink-182,51.021763756447186,alternative
23,I Miss You,71,227240,0.659,0.778,0.0379,Thundamentals,I Miss You,thundamentals,51.021763756447186,alternative
24,I Miss You,71,227240,0.659,0.778,0.0379,Pablo Monte,I Miss You,pablo-monte,51.021763756447186,pop
25,Best of You,62,256600,0.37,0.944,0.0767,Foo Fighters,Best Of You,foo-fighters,52.68244665309394,alternative
26,I Write Sins Not Tragedies,77,187613,0.5670000000000001,0.795,0.134,Panic! At The Disco,A Fever You Can't Sweat Out,panic-at-the-disco,39.925830105514144,alternative
27,Kryptonite,79,233933,0.545,0.865,0.0286,3 Doors Down,The Better Life,3-doors-down,51.53763931444715,rock
28,The Kill (Bury Me),69,231533,0.309,0.912,0.0646,Thirty Seconds To Mars,A Beautiful Lie,thirty-seconds-to-mars,44.17153399405321,
29,Use Somebody,79,230760,0.276,0.715,0.0432,Kings of Leon,Only By The Night,kings-of-leon,35.731241279419514,alternative
30,No One Knows,13,255066,0.518,0.5379999999999999,0.0486,Queens of the Stone Age,No One Knows (International Version),queens-of-the-stone-age,42.08529817549441,metal
31,Jerk It Out,62,195666,0.58,0.981,0.06,Caesars,Love For The Streets,caesars,47.72348920093311,alternative
32,Uprising,77,304840,0.602,0.905,0.0775,Muse,The Resistance,muse,71.77928435381378,undefined
33,Hey There Delilah,79,232533,0.657,0.29100000000000004,0.0293,Plain White T's,All That We Needed,plain-white-ts,34.44346626375567,alternative
34,Blurry,28,303920,0.44,0.932,0.0584,Puddle Of Mudd,Come Clean (Repackaged International Version),puddle-of-mudd,65.15193380093093,metal
35,American Idiot,78,176346,0.38,0.988,0.0639,Green Day,American Idiot,green-day,37.69342743617667,alternative
36,Welcome to the Black Parade,77,311106,0.217,0.905,0.0752,My Chemical Romance,The Black Parade,my-chemical-romance,54.540003656198586,alternative
37,Gives You Hell,71,213106,0.7140000000000001,0.725,0.0402,The All-American Rejects,When The World Comes Down,the-all-american-rejects,47.91487838452272,alternative
38,All My Life,11,262733,0.5820000000000001,0.597,0.0512,Foo Fighters,ONE BY ONE,foo-fighters,48.39966422347186,alternative
39,All My Life,11,262733,0.5820000000000001,0.597,0.0512,Major Lazer,Tied Up...Orkant/Balance Pon It...,major-lazer,48.39966422347186,hip-hop
40,All My Life,11,262733,0.5820000000000001,0.597,0.0512,DallasK,All My Life,dallask,48.39966422347186,electronic
41,Like a Stone,77,293960,0.614,0.568,0.0276,Audioslave,Audioslave,audioslave,54.28997404723995,metal
42,It's Been Awhile,65,264706,0.509,0.774,0.0338,Staind,Break The Cycle,staind,53.064534717480534,metal
43,I Hate Everything About You,75,231480,0.498,0.83,0.0421,Three Days Grace,Three Days Grace (Deluxe Version),three-days-grace,48.03142455809215,metal
44,Rollin' (Air Raid Vehicle),74,213760,0.599,0.932,0.18,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,limp-bizkit,51.134680918549584,metal
45,Fat Lip,74,178266,0.574,0.911,0.0715,Sum 41,"All Killer, No Filler",sum-41,41.36270114951508,alternative
46,The Pretender,11,269373,0.433,0.959,0.0431,Foo Fighters,"Echoes, Silence, Patience & Grace",foo-fighters,58.58780360901174,alternative
47,Savior,73,242280,0.5489999999999999,0.93,0.0487,Rise Against,Appeal To Reason,rise-against,55.98860641022235,alternative
48,Bodies,74,201960,0.6559999999999999,0.932,0.0708,Drowning Pool,Sinner,drowning-pool,50.11062031940176,metal
49,Bodies,74,201960,0.6559999999999999,0.932,0.0708,Wafia,Bodies,wafia,50.11062031940176,alternative
50,"Sugar, We're Goin Down",79,229093,0.499,0.8240000000000001,0.0794,Fall Out Boy,From Under The Cork Tree,fall-out-boy,47.35715263379108,alternative
51,Last Nite,70,193373,0.624,0.899,0.0295,The Strokes,Is This It,the-strokes,46.016083992568866,alternative
52,Through Glass,60,282946,0.545,0.753,0.036000000000000004,Stone Sour,Come What[ever] May,stone-sour,57.38417865998759,metal
53,The Diary of Jane - Single Version,69,200546,0.374,0.961,0.0851,Breaking Benjamin,Phobia (Explicit Version),breaking-benjamin,41.832053924241684,metal
54,Down With the Sickness,73,279213,0.695,0.8759999999999999,0.0553,Disturbed,The Sickness,disturbed,68.53710229074902,metal
55,Wish You Were Here,62,212733,0.246,0.768,0.0387,Incubus,Morning View,incubus,33.704410719224256,metal
56,Wish You Were Here,62,212733,0.246,0.768,0.0387,Lee Fields & The Expressions,Faithful Man,lee-fields-and-the-expressions,33.704410719224256,
57,Youth Of The Nation,72,256240,0.563,0.86,0.0621,P.O.D.,Satellite (U.S. Version WEA Distribution),pod,56.972561323356395,metal
58,Vertigo,57,194520,0.391,0.831,0.0613,U2,How To Dismantle An Atomic Bomb,u2,37.14064020974705,alternative
59,Vertigo,57,194520,0.391,0.831,0.0613,Khalid,Suncity,khalid,37.14064020974705,
60,Miss Murder,71,206586,0.309,0.875,0.0488,AFI,DECEMBERUNDERGROUND,afi,38.217872561167106,alternative
61,I Bet You Look Good On The Dancefloor,63,173680,0.535,0.948,0.0356,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",arctic-monkeys,40.244346563876455,alternative
62,"Steady, As She Goes",64,215266,0.524,0.578,0.12,The Raconteurs,Broken Boy Soldiers,the-raconteurs,37.06559314009647,alternative
63,Falling Away from Me,71,270920,0.468,0.769,0.041,Korn,Issues,korn,52.36301989503273,metal
64,Crawling In The Dark,61,175026,0.5920000000000001,0.932,0.0885,Hoobastank,Hoobastank,hoobastank,41.67748016043525,metal
65,I Stand Alone,67,246040,0.213,0.93,0.0671,Godsmack,Faceless,godsmack,43.940588335476534,metal
66,Woman,63,176306,0.219,0.952,0.17600000000000002,Wolfmother,Wolfmother,wolfmother,32.2580348088855,rock
67,Woman,63,176306,0.219,0.952,0.17600000000000002,Raheem DeVaughn,Love Behind The Melody,raheem-devaughn,32.2580348088855,undefined
68,Show Me How to Live,72,277840,0.433,0.8540000000000001,0.0483,Audioslave,Audioslave,audioslave,55.87110181263076,metal
69,The Red,71,238400,0.509,0.843,0.0488,Chevelle,Wonder What's Next,chevelle,50.361291794334136,metal
70,Remedy,70,207213,0.546,0.959,0.08199999999999999,Seether,Karma and Effect,seether,48.72674681137296,metal
71,Remedy,70,207213,0.546,0.959,0.08199999999999999,Mike Mago,Remedy,mike-mago,48.72674681137296,electronic
72,Plug In Baby,65,218000,0.408,0.965,0.05,Muse,Origin Of Symmetry,muse,46.767154836885105,undefined
73,Change (In the House of Flies) - In The House Of Flies LP Version,69,299533,0.269,0.853,0.0854,Deftones,White Pony (U.S. Version),deftones,52.51114062458496,metal
74,Judith,66,247266,0.365,0.894,0.0572,A Perfect Circle,Mer De Noms,a-perfect-circle,48.641174420984704,metal
75,MIA (feat. Drake),94,210367,0.818,0.54,0.0544,Bad Bunny,MIA (feat. Drake),bad-bunny,44.6366201100297,reggaeton
76,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",98,212500,0.841,0.7979999999999999,0.229,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",dj-snake,54.419156605610226,hip-hop
77,White Boi,59,185282,0.83,0.4970000000000001,0.052000000000000005,Dillon Francis,WUT WUT,dillon-francis,38.41652445512485,alternative
78,Just Wanna Love You (feat. J. Balvin),73,199230,0.687,0.7659999999999999,0.054000000000000006,Cris Cab,Just Wanna Love You (feat. J. Balvin),cris-cab,45.23079987937669,pop
79,Beautiful (feat. Camila Cabello),94,180000,0.638,0.7170000000000001,0.0337,Bazzi,Beautiful (feat. Camila Cabello),bazzi,38.10883909445023,electronic
80,Celoso,87,179693,0.746,0.703,0.107,Lele Pons,Celoso,lele-pons,40.68304617591315,pop
81,Good Vibes,73,235720,0.823,0.63,0.0797,Fuego,Good Vibes,fuego,53.515053694557416,alternative
82,Good Vibes,73,235720,0.823,0.63,0.0797,Quintino,Good Vibes,quintino,53.515053694557416,hip-hop
83,Good Vibes,73,235720,0.823,0.63,0.0797,ALMA,Heavy Rules Mixtape,alma,53.515053694557416,electronic
84,Real Friends,85,223583,0.701,0.512,0.0969,Camila Cabello,Real Friends,camila-cabello,42.37536956511549,pop
85,Real Friends,85,223583,0.701,0.512,0.0969,PRETTYMUCH,Real Friends,prettymuch,42.37536956511549,
86,Pa La Calle,61,243487,0.695,0.884,0.131,COASTCITY,Pa La Calle,coastcity,60.07196351926301,alternative
87,Pa Mí,58,210865,0.722,0.584,0.318,Dalex,Pa Mí,dalex,43.02903396670985,hip-hop
88,Wake Up in the Sky,92,204664,0.8,0.578,0.0485,Gucci Mane,Wake Up in the Sky,gucci-mane,44.0660978204994,hip-hop
89,Está Rico,83,215151,0.8170000000000001,0.74,0.28300000000000003,Marc Anthony,Está Rico,marc-anthony,52.3414681668539,pop
90,Banana Clip - Spanish Version,57,202373,0.398,0.66,0.12,Miguel,Banana Clip (Spanish Version),miguel,33.454316111179686,hip-hop
91,YAKWTFGO (feat. Kali Uchis),44,162733,0.812,0.748,0.139,BIA,NICE GIRLS FINISH LAST: CUIDADO,bia,39.66561095234598,hip-hop
92,Come With Me,47,157461,0.659,0.7340000000000001,0.046,Kap G,no kap,kap-g,34.271888832813296,hip-hop
93,Como Si Na,54,170997,0.705,0.778,0.177,Melii,Como Si Na,melii,39.62265390017953,hip-hop
94,Blah,47,188440,0.723,0.687,0.2,Mariah,Blah,mariah,41.515103693854314,reggaeton
95,Love N Hennessy REMIX (feat. 2 Chainz & Nicky Jam),64,253714,0.928,0.402,0.451,A.CHAL,Love N Hennessy REMIX (feat. 2 Chainz & Nicky Jam),achal,52.72419919094889,
96,Mi Infinita,56,272000,0.465,0.675,0.0485,Cuco,Chiquito,cuco,48.44931868145605,alternative
97,Coqueta,49,174000,0.632,0.652,0.0302,Katzù Oso,Pastel,katzù-oso,34.90825910260637,
98,Sola,65,209573,0.471,0.179,0.08900000000000001,Jessie Reyez,Sola,jessie-reyez,21.284458499802344,electronic
99,Sola,65,209573,0.471,0.179,0.08900000000000001,Aiken,Sola,aiken,21.284458499802344,alternative
100,Nuestro Planeta (feat. Reykon),52,202754,0.871,0.545,0.0625,Kali Uchis,Nuestro Planeta (feat. Reykon),kali-uchis,44.85869167464833,pop
101,Hijo de Su Madre,61,178009,0.8290000000000001,0.606,0.149,Omar Apollo,Stereo,omar-apollo,39.91239420070655,alternative
102,Lento,65,169251,0.8370000000000001,0.649,0.192,Rudy Mancuso,Lento,rudy-mancuso,39.29741394261644,electronic
103,Lento,65,169251,0.8370000000000001,0.649,0.192,Thalía,Lento,thalía,39.29741394261644,
104,Dicen,77,220826,0.8170000000000001,0.635,0.138,Matt Hunter,Dicen,matt-hunter,50.09919423008113,alternative
105,BEBE,95,217822,0.635,0.902,0.109,6ix9ine,BEBE,6ix9ine,52.31057906998183,hip-hop
106,I Like It,95,253390,0.816,0.726,0.129,Cardi B,Invasion of Privacy,cardi-b,61.050294605232104,hip-hop
107,Zooted (feat. French Montana & Farruko),74,217652,0.815,0.626,0.103,Becky G,Zooted (feat. French Montana & Farruko),becky-g,49.005018991920416,hip-hop
108,Havana - Remix,77,199095,0.7509999999999999,0.579,0.0321,Camila Cabello,Havana (Remix),camila-cabello,41.37384786776436,pop
109,Pum Pum,45,185743,0.736,0.906,0.0566,Sammi Sanchez,Pum Pum,sammi-sanchez,47.65401830286761,pop
110,Quiero Saber,52,166253,0.695,0.818,0.0482,Jesse Baez,Quiero Saber,jesse-baez,39.30269558709331,pop
111,Como,38,234373,0.5429999999999999,0.847,0.0659,Kim Viera,Como,kim-viera,50.9021701257326,pop
112,Anywhere Contigo,46,193846,0.841,0.841,0.0633,Breakfast n Vegas,Anywhere Contigo,breakfast-n-vegas,50.94443546887622,hip-hop
113,No Gratis,44,208800,0.777,0.546,0.207,Messiah,No Gratis,messiah,43.162268030605816,reggaeton
114,Díganle - Tainy Remix,75,211437,0.84,0.789,0.0949,Leslie Grace,Díganle (Tainy Remix),leslie-grace,53.816567110775004,hip-hop
115,Sangria Wine,75,202853,0.831,0.713,0.094,Pharrell Williams,Sangria Wine,pharrell-williams,48.93759806502722,hip-hop
116,All Day,45,198386,0.825,0.481,0.0396,DaniLeigh,Summer With Friends,danileigh,40.482573838805386,hip-hop
117,Just As I Am,53,224413,0.682,0.7509999999999999,0.0675,Spiff TV,Just As I Am,spiff-tv,50.246766686093466,hip-hop
118,Nice & Slow,38,218448,0.799,0.616,0.0415,Nina Sky,Nice & Slow,nina-sky,48.29680832613291,reggaeton
119,Scooby Doo Pa Pa (Remix),60,176702,0.921,0.965,0.17800000000000002,Dj Kass,Scooby Doo Pa Pa (Remix) - Single,dj-kass,52.071138374616616,reggaeton
120,Don't Werk,39,133120,0.703,0.617,0.0731,Paula DeAnda,Don't Werk,paula-deanda,27.455613905429455,pop
121,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",88,201526,0.792,0.895,0.0589,Sofia Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",sofia-reyes,53.120247059025736,pop
122,Pa Mi (with Ozuna),77,216689,0.596,0.557,0.134,Tory Lanez,Pa Mi (with Ozuna),tory-lanez,39.03732869381525,hip-hop
123,Lo Siento,68,226183,0.746,0.738,0.207,SUPER JUNIOR,REPLAY - The 8th Repackage Album,super-junior,52.44544561092109,pop
124,Nuestra Cancion Pt. 2 (feat. Arcángel),46,215003,0.493,0.825,0.0798,Snow Tha Product,Nuestra Cancion Pt. 2 (feat. Arcángel),snow-tha-product,44.276557673407716,hip-hop
125,La Hora Loca,44,175239,0.836,0.725,0.0571,Jackie Cruz,La Hora Loca,jackie-cruz,42.74128629441149,hip-hop
126,Dinero - English Version,37,161093,0.701,0.779,0.0647,Trinidad Cardona,Dinero (English Version),trinidad-cardona,37.25223239048201,hip-hop
127,Pum Pum (feat. Kap G & Play-N-Skillz),53,182224,0.871,0.563,0.0795,Messiah,Pum Pum (feat. Kap G & Play-N-Skillz),messiah,40.82899084231627,reggaeton
128,Hora Loca,65,215421,0.65,0.8009999999999999,0.0723,DJ Africa,Hora Loca,dj-africa,48.83929304119162,undefined
129,Better With You,68,196018,0.784,0.4370000000000001,0.0509,Michl,Better With You,michl,37.3960331807834,alternative
130,NIGHTS LIKE THESE,59,204453,0.494,0.7290000000000001,0.161,Ne-Yo,GOOD MAN (Deluxe),ne-yo,39.06914105895386,electronic
131,Alright,43,229038,0.561,0.58,0.0414,Anthony Ramos,Alright,anthony-ramos,40.832606728967875,pop
132,Alright,43,229038,0.561,0.58,0.0414,Supergrass,I Should Coco,supergrass,40.832606728967875,alternative
133,Alright,43,229038,0.561,0.58,0.0414,Kendrick Lamar,Alright,kendrick-lamar,40.832606728967875,hip-hop
134,Alright,43,229038,0.561,0.58,0.0414,Cyn,Alright,cyn,40.832606728967875,hip-hop
135,Alright,43,229038,0.561,0.58,0.0414,Stupead,Alright,stupead,40.832606728967875,electronic
136,Insecure,53,191906,0.483,0.685,0.174,Amara La Negra,Insecure,amara-la-negra,35.022352498168,electronic
137,Si Una Vez - (If I Once)[Spanglish Version],54,237860,0.62,0.823,0.0567,Play-N-Skillz,Si Una Vez [(If I Once)[Spanglish Version]],play-n-skillz,53.629242713774346,hip-hop
138,Finesse (Remix) [feat. Cardi B],84,217288,0.7040000000000001,0.8590000000000001,0.0996,Bruno Mars,Finesse (Remix) [feat. Cardi B],bruno-mars,53.06505752262859,electronic
139,Belong To U,44,202574,0.633,0.765,0.0474,Fancy Cars,Belong To U,fancy-cars,44.2491358715268,alternative
140,Sunny Daze,40,167823,0.853,0.7140000000000001,0.0767,Salaam Remi,South Beach Social Club,salaam-remi,41.0898348304477,hip-hop
141,"Uno Más Feat. Pharrell Williams, Miguel, Wiz Khalifa, J Alvarez (Remix)",41,241135,0.8,0.8370000000000001,0.099,N.O.R.E.,"Uno Más Remix Feat. Pharrell Williams, Miguel, Wiz Khalifa, J Alvarez",nore,61.67694438671956,reggaeton
142,Island,37,194011,0.743,0.7929999999999999,0.0546,Lil Eddie,Island,lil-eddie,46.56198522208282,blues
143,Crazy In Love,79,236133,0.6459999999999999,0.77,0.226,Beyoncé,Dangerously In Love,beyonce,52.24369157308725,pop
144,Rock Your Body,74,267266,0.8909999999999999,0.7140000000000001,0.14,Justin Timberlake,Justified,justin-timberlake,67.0243590324511,pop
145,Rock Your Body,74,267266,0.8909999999999999,0.7140000000000001,0.14,Burna Boy,Outside,burna-boy,67.0243590324511,hip-hop
146,Beautiful Girls,10,241933,0.745,0.6659999999999999,0.0566,Sean Kingston,Sean Kingston,sean-kingston,53.33791602930584,hip-hop
147,Toxic,60,198813,0.774,0.847,0.121,Britney Spears,Greatest Hits: My Prerogative,britney-spears,50.35489704051037,pop
148,Michael Jackson x Mark Ronson: Diamonds are Invincible,70,300026,0.672,0.8320000000000001,0.342,Michael Jackson,Michael Jackson x Mark Ronson: Diamonds are Invincible,michael-jackson,70.50511852177078,pop
149,Yeah!,79,250373,0.894,0.7909999999999999,0.112,Usher,Confessions (Special Edition),usher,65.91758944014849,hip-hop
150,Yeah!,79,250373,0.894,0.7909999999999999,0.112,Tito Puente,The Horace Silver Songbook,tito-puente,65.91758944014849,pop
151,Live Your Life (feat. Rihanna),76,338853,0.375,0.862,0.255,T.I.,Paper Trail,ti,65.4930104107911,hip-hop
152,Hips Don't Lie,84,218093,0.778,0.8240000000000001,0.0712,Shakira,Oral Fixation Vol. 2,shakira,54.590636381675886,pop
153,"Hey, Soul Sister",77,216666,0.675,0.885,0.0436,Train,"Hey, Soul Sister",train,52.81159483694761,alternative
154,"Hey, Soul Sister",77,216666,0.675,0.885,0.0436,Street Corner Symphony,The Sing-Off: Season 2 - Episode 2 - Big Hits,street-corner-symphony,52.81159483694761,electronic
155,Pumped Up Kicks,84,239600,0.733,0.71,0.0292,Foster The People,Torches,foster-the-people,54.021552821913446,alternative
156,Pumped Up Kicks,84,239600,0.733,0.71,0.0292,Hullabahoos,Morning Warriors,hullabahoos,54.021552821913446,rock
157,Love Never Felt so Good,74,246026,0.775,0.7190000000000001,0.0435,Michael Jackson,XSCAPE,michael-jackson,57.43088675315504,pop
158,Hall of Fame,73,202533,0.421,0.873,0.0565,The Script,#3,the-script,40.94906509127215,rock
159,All of Me,85,269560,0.422,0.264,0.0322,John Legend,Love In The Future,john-legend,28.893056191397307,electronic
160,Drops of Jupiter,78,259933,0.468,0.64,0.0275,Train,Drops Of Jupiter,train,45.000267808733945,alternative
161,We Can't Stop,78,231240,0.613,0.622,0.0334,Miley Cyrus,Bangerz (Deluxe Version),miley-cyrus,44.62146626063071,pop
162,Fighter,69,245960,0.435,0.92,0.201,Christina Aguilera,Stripped,christina-aguilera,52.07361146483877,pop
163,Since U Been Gone,75,188960,0.662,0.741,0.0334,Kelly Clarkson,Breakaway,kelly-clarkson,41.42299248916812,electronic
164,Hey Ya! - Radio Mix / Club Mix,76,235213,0.728,0.974,0.0665,OutKast,Speakerboxxx/The Love Below,outkast,62.55107756297177,hip-hop
165,TiK ToK,71,199693,0.755,0.8320000000000001,0.116,Kesha,Animal,kesha,49.51692726196038,electronic
166,Look At Me Now,71,223933,0.764,0.6940000000000001,0.189,Chris Brown,Look At Me Now,chris-brown,51.01401917785532,hip-hop
167,SexyBack,77,242733,0.967,0.583,0.0789,Justin Timberlake,FutureSex/LoveSounds,justin-timberlake,58.786071758365885,pop
168,With You,69,252160,0.659,0.696,0.071,Chris Brown,Exclusive,chris-brown,53.38624925586984,hip-hop
169,With You,69,252160,0.659,0.696,0.071,Tyler Shaw,Intuition,tyler-shaw,53.38624925586984,pop
170,With You,69,252160,0.659,0.696,0.071,Lucas & Steve,Skyline Worldwide EP,lucas-and-steve,53.38624925586984,electronic
171,With You,69,252160,0.659,0.696,0.071,Illenium,Ashes,illenium,53.38624925586984,electronic
172,With You,69,252160,0.659,0.696,0.071,Jessica Simpson,In This Skin (Standard Package),jessica-simpson,53.38624925586984,pop
173,Breakeven,76,261426,0.63,0.698,0.0244,The Script,The Script,the-script,54.24513217782875,rock
174,I Know You Want Me (Calle Ocho),65,237120,0.8240000000000001,0.743,0.141,Pitbull,Pitbull Starring In Rebelution,pitbull,58.05653357999653,hip-hop
175,Bye Bye Bye,73,200400,0.61,0.926,0.0479,*NSYNC,No Strings Attached,nsync,48.09532365951104,pop
176,Complicated,77,244506,0.585,0.7759999999999999,0.0459,Avril Lavigne,Let Go,avril-lavigne,51.99499788284227,pop
177,Complicated,77,244506,0.585,0.7759999999999999,0.0459,Olivia O'Brien,Complicated,olivia-obrien,51.99499788284227,electronic
178,Let Me Love You,80,256733,0.6559999999999999,0.578,0.0922,Mario,Let Me Love You,mario,49.50063545981385,hip-hop
179,Let Me Love You,80,256733,0.6559999999999999,0.578,0.0922,DJ Snake,Encore,dj-snake,49.50063545981385,hip-hop
180,Beautiful,73,238560,0.457,0.573,0.0275,Christina Aguilera,Stripped,christina-aguilera,38.39271010251419,pop
181,Beautiful,73,238560,0.457,0.573,0.0275,Dotty,London X Living: A Collection Of Sounds,dotty,38.39271010251419,hip-hop
182,Beautiful,73,238560,0.457,0.573,0.0275,Bazzi,Beautiful,bazzi,38.39271010251419,electronic
183,Beautiful,73,238560,0.457,0.573,0.0275,Ferry Corsten,L.E.F.,ferry-corsten,38.39271010251419,electronic
184,Beautiful,73,238560,0.457,0.573,0.0275,Akon,Freedom,akon,38.39271010251419,hip-hop
185,Raise Your Glass,54,203306,0.701,0.7,0.0876,P!nk,Greatest Hits...So Far!!!,pnk,44.504328220384394,pop
186,Timber,75,204160,0.581,0.963,0.0981,Pitbull,Global Warming: Meltdown (Deluxe Version),pitbull,49.25290738098996,hip-hop
187,What Makes You Beautiful,69,198053,0.7290000000000001,0.7709999999999999,0.0725,One Direction,Up All Night,one-direction,46.4180191216061,pop
188,No One,79,253813,0.649,0.552,0.0292,Alicia Keys,As I Am,alicia-keys,47.628925999478135,pop
189,Sk8er Boi,67,204000,0.487,0.9,0.0482,Avril Lavigne,Let Go,avril-lavigne,44.21000329682864,pop
190,Womanizer,76,224400,0.7240000000000001,0.695,0.0622,Britney Spears,Circus (Deluxe Version),britney-spears,49.752987848608385,pop
191,Give Me Everything,75,252306,0.6709999999999999,0.939,0.161,Pitbull,Planet Pit (Deluxe Version),pitbull,63.46983558043714,hip-hop
192,Single Ladies (Put a Ring on It),72,193213,0.426,0.584,0.29600000000000004,Beyoncé,I AM...SASHA FIERCE,beyonce,30.490997782843678,pop
193,Bleeding Love,81,262466,0.638,0.6559999999999999,0.0357,Leona Lewis,Spirit,leona-lewis,53.06659812596385,pop
194,Lose My Breath,63,242013,0.8140000000000001,0.899,0.0637,Destiny's Child,Destiny Fulfilled,destinys-child,64.7753811274529,pop
195,Love Song,77,258826,0.583,0.7859999999999999,0.0301,Sara Bareilles,Little Voice,sara-bareilles,55.363720510180315,alternative
196,Love Song,77,258826,0.583,0.7859999999999999,0.0301,Tesla,Time's Makin' Changes: The Best Of Tesla,tesla,55.363720510180315,metal
197,Ms. Jackson,78,270506,0.843,0.805,0.269,OutKast,Stankonia,outkast,69.65431548618848,hip-hop
198,Die Young,72,211920,0.711,0.7,0.046,Kesha,Warrior (Deluxe Version),kesha,46.72108048480568,electronic
199,Die Young,72,211920,0.711,0.7,0.046,Roddy Ricch,Die Young,roddy-ricch,46.72108048480568,hip-hop
200,Die Young,72,211920,0.711,0.7,0.046,Sylvan Esso,What Now,sylvan-esso,46.72108048480568,alternative
201,Survivor,62,254040,0.524,0.904,0.398,Destiny's Child,Survivor,destinys-child,56.68187791109187,pop
202,Survivor,62,254040,0.524,0.904,0.398,Interactive Noise,The Nine Stories,interactive-noise,56.68187791109187,electronic
203,Oops!...I Did It Again,77,211160,0.7509999999999999,0.8340000000000001,0.0437,Britney Spears,Oops!... I Did It Again,britney-spears,52.294358360585555,pop
204,Cry Me a River,77,288333,0.624,0.653,0.17600000000000002,Justin Timberlake,Justified,justin-timberlake,57.530634881696976,pop
205,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,77,248413,0.794,0.8109999999999999,0.038,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],daft-punk,62.29644661246951,electronic
206,Whatever You Like,75,249533,0.68,0.687,0.0709,T.I.,Paper Trail,ti,53.29793971647273,hip-hop
207,"One, Two Step",78,203786,0.944,0.511,0.161,Ciara,Goodies,ciara,46.3288219384415,hip-hop
208,Unwritten,77,259333,0.706,0.8009999999999999,0.0399,Natasha Bedingfield,Unwritten,natasha-bedingfield,61.06395863183173,electronic
209,Unwritten,77,259333,0.706,0.8009999999999999,0.0399,Stan Forebee,SVMMER SVN vol. 6,stan-forebee,61.06395863183173,alternative
210,Wrecking Ball,74,221360,0.53,0.422,0.0342,Miley Cyrus,Bangerz (Deluxe Version),miley-cyrus,32.926836966355154,pop
211,Wrecking Ball,74,221360,0.53,0.422,0.0342,Joseph & Maia,Acoustic Extended Play,joseph-and-maia,32.926836966355154,alternative
