,song_name,song_popularity,song_duration_ms,danceability,energy,speechiness,artist_name,album_names,artists_path,fat_burning,genre
2476,Two Weeks,70,243160,0.537,0.7120000000000001,0.0286,All That Remains,Overcome,all-that-remains,47.453526434784514,metal
2477,Two Weeks,70,243160,0.537,0.7120000000000001,0.0286,The East Pointers,What We Leave Behind,the-east-pointers,47.453526434784514,undefined
2478,Do It All Over Again,43,226426,0.421,0.757,0.0324,Spiritualized,Let It Come Down,spiritualized,41.67594955695935,alternative
2479,Bohemian Like You,67,211706,0.584,0.931,0.0344,The Dandy Warhols,Thirteen Tales From Urban Bohemia,the-dandy-warhols,50.114074958320906,alternative
2480,Float On,73,208466,0.649,0.888,0.0293,Modest Mouse,Good News For People Who Love Bad News,modest-mouse,50.06370879159511,alternative
2481,I'm Not Gonna Teach Your Boyfriend How To Dance With You,47,217733,0.48,0.929,0.0476,Black Kids,Partie Traumatic,black-kids,47.93460670084326,pop
2482,Hang Me Up To Dry,63,218786,0.509,0.916,0.0324,Cold War Kids,Robbers & Cowards,cold-war-kids,48.713385280519496,alternative
2483,Black And White Town,44,262896,0.287,0.815,0.0436,Doves,Black And White Town,doves,45.266768436068865,alternative
2484,Ready For The Floor,9,234240,0.764,0.759,0.0413,Hot Chip,Made In The Dark,hot-chip,55.74101614196051,alternative
2485,Apply Some Pressure,61,200346,0.378,0.953,0.138,Maximo Park,A Certain Trigger,maximo-park,41.66512127173211,alternative
2486,Rebellion (Lies),11,310893,0.4,0.934,0.0344,Arcade Fire,Funeral,arcade-fire,64.80084842556901,alternative
2487,Jump In The Pool,54,217040,0.419,0.924,0.116,Friendly Fires,Friendly Fires,friendly-fires,45.543847039651006,alternative
2488,Balloons,43,180666,0.5820000000000001,0.984,0.0529,Foals,Balloons,foals,44.20609022685619,alternative
2489,Skinny Love,69,238532,0.5920000000000001,0.256,0.0449,Bon Iver,"For Emma, Forever Ago",bon-iver,31.6050455540469,alternative
2490,Heartbeats,7,231800,0.6459999999999999,0.7509999999999999,0.032,The Knife,Deep Cuts,the-knife,50.596882231343606,alternative
2491,Heartbeats,7,231800,0.6459999999999999,0.7509999999999999,0.032,José González,Veneer,jose-gonzález,50.596882231343606,
2492,Sleepyhead,67,174760,0.568,0.7190000000000001,0.0354,Passion Pit,Manners,passion-pit,35.14264955649061,alternative
2493,Cheap and Cheerful,5,146680,0.8859999999999999,0.727,0.0832,The Kills,Midnight Boom,the-kills,36.96742389560147,alternative
2494,Such Great Heights,44,266346,0.653,0.818,0.047,The Postal Service,Give Up,the-postal-service,61.217102571995085,alternative
2495,Hoppípolla,44,270013,0.312,0.5429999999999999,0.0308,Sigur Rós,Takk...,sigur-rós,36.07154196269115,
2496,Obstacle 1,50,251293,0.376,0.938,0.0618,Interpol,Turn On The Bright Lights,interpol,51.59286853778619,alternative
2497,Ladyflash,47,256026,0.562,0.959,0.0543,The Go! Team,"Thunder, Lightning, Strike",the-go-team,60.845323425139334,alternative
2498,This Is Love,41,227533,0.589,0.705,0.0292,PJ Harvey,"Stories From The City, Stories From The Sea",pj-harvey,46.00368151072876,alternative
2499,Feel Good Hit Of The Summer,18,163266,0.326,0.929,0.174,Queens of the Stone Age,Rated R - Deluxe Edition,queens-of-the-stone-age,32.014991976675326,metal
2500,Australia,42,236733,0.434,0.8420000000000001,0.038,The Shins,Wincing the Night Away,the-shins,47.19797815343222,alternative
2501,Mykonos,17,275306,0.391,0.45,0.0306,Fleet Foxes,Sun Giant,fleet-foxes,36.17642033158908,alternative
2502,Eple,49,216640,0.6729999999999999,0.76,0.0456,Röyksopp,Melody AM,röyksopp,48.5063678792017,
2503,Wolf Like Me,61,277466,0.35700000000000004,0.787,0.0419,TV On The Radio,Return To Cookie Mountain,tv-on-the-radio,49.59635005132741,alternative
2504,Daniel,56,251120,0.593,0.6579999999999999,0.0364,Bat For Lashes,Two Suns,bat-for-lashes,49.0854222362498,alternative
2505,Do You Realize??,62,213173,0.464,0.797,0.0333,The Flaming Lips,Yoshimi Battles The Pink Robots (U.S. Version),the-flaming-lips,42.0011520150498,alternative
2506,Let's Make Love And Listen To Death From Above - Dan Carey Mix; Remastered Version,44,213159,0.688,0.804,0.0322,CSS,Let's Make Love and Listen To Death From Above (4 Track DMD),css,49.69199308134729,alternative
2507,The Underdog,51,222320,0.693,0.6459999999999999,0.0313,Spoon,Ga Ga Ga Ga Ga,spoon,46.512858412928566,alternative
2508,The Rat,58,262106,0.17600000000000002,0.917,0.0635,The Walkmen,Bows + Arrows,the-walkmen,44.76216084461312,alternative
2509,Son Of Sam,11,184333,0.519,0.7829999999999999,0.0254,Elliott Smith,Figure 8,elliott-smith,37.499717347724804,alternative
2510,A Minha Menina,36,170733,0.53,0.809,0.0514,The Bees,Sunshine Hit Me,the-bees,35.72004253065191,pop
2511,A Minha Menina,36,170733,0.53,0.809,0.0514,Os Mutantes,"""Os Mutantes""",os-mutantes,35.72004253065191,alternative
2512,Everything In Its Right Place,65,251426,0.293,0.462,0.0453,Radiohead,Kid A,radiohead,29.659993843836574,alternative
2513,All My Friends - Edit,46,366841,0.675,0.92,0.0343,LCD Soundsystem,All My Friends,lcd-soundsystem,91.42236984167411,alternative
2514,Lovely Head,5,237173,0.472,0.626,0.07400000000000001,Goldfrapp,Wonderful Electric (Live In London),goldfrapp,40.68942061752256,alternative
2515,Juxtapozed With U,48,188706,0.525,0.833,0.0522,Super Furry Animals,Rings Around The World,super-furry-animals,40.04049130559102,alternative
2516,Whole New Way,44,238381,0.5589999999999999,0.6940000000000001,0.0306,The Horrors,Whole New Way,the-horrors,46.66987386114883,alternative
2517,Once And Never Again,39,175920,0.523,0.85,0.033,The Long Blondes,Someone To Drive You Home,the-long-blondes,37.7398067839671,alternative
2518,Abel,50,217026,0.342,0.944,0.0489,The National,Alligator,the-national,43.60804863681605,alternative
2519,Ghosts,57,179960,0.463,0.368,0.048,Laura Marling,Alas I Cannot Swim,laura-marling,23.366352660665708,alternative
2520,Ghosts,57,179960,0.463,0.368,0.048,Steve Tyssen,Hot Milk Sleep,steve-tyssen,23.366352660665708,alternative
2521,The Greatest,64,202560,0.508,0.362,0.0262,Cat Power,The Greatest,cat-power,27.535112787476425,alternative
2522,The Greatest,64,202560,0.508,0.362,0.0262,Sia,The Greatest,sia,27.535112787476425,hip-hop
2523,"Lloyd, I'm Ready To Be Heartbroken",50,231160,0.329,0.857,0.0496,Camera Obscura,Let's Get Out Of This Country,camera-obscura,42.83623511544369,pop
2524,Fidelity,63,226680,0.923,0.518,0.0492,Regina Spektor,Begin To Hope,regina-spektor,51.03770103232923,alternative
2525,My Girls,52,340786,0.508,0.953,0.0806,Animal Collective,Merriweather Post Pavilion,animal-collective,77.7939600849363,alternative
2526,Blind - Radio Edit,61,345560,0.716,0.914,0.0341,Hercules & Love Affair,Blind,hercules-and-love-affair,88.00857487941575,electronic
2527,Out of Time,50,233373,0.529,0.455,0.0274,Blur,Think Tank,blur,35.88059417914436,alternative
2528,House Of Jealous Lovers,45,304786,0.7290000000000001,0.7609999999999999,0.0354,The Rapture,Echoes,the-rapture,70.95699279228886,electronic
2529,Up With People,4,359360,0.5579999999999999,0.539,0.0296,Lambchop,Nixon,lambchop,61.59568381069641,alternative
2530,Romantic Rights,45,195106,0.516,0.961,0.157,Death From Above 1979,"You're A Woman, I'm A Machine",death-from-above-1979,45.026173381936815,alternative
2531,Lovely Allen,41,271040,0.537,0.951,0.104,Holy Fuck,LP,holy-fuck,63.01591383871164,
2532,Pull Shapes,42,178453,0.516,0.94,0.0672,The Pipettes,We Are The Pipettes,the-pipettes,40.597486597844714,alternative
2533,Teen Angst,8,303133,0.32,0.863,0.0447,M83,Before the Dawn Heals Us,m83,56.03145252644885,alternative
2534,Forget Myself,10,322346,0.535,0.932,0.0282,Elbow,Leaders Of The Free World,elbow,73.88670815566657,alternative
2535,The Skin Of My Yellow Country Teeth,4,343773,0.455,0.972,0.0608,Clap Your Hands Say Yeah,Clap Your Hands Say Yeah,clap-your-hands-say-yeah,76.64955820933768,alternative
2536,Hope There's Someone,54,261200,0.294,0.184,0.0405,Antony and the Johnsons,I Am A Bird Now,antony-and-the-johnsons,19.508100667334364,alternative
2537,Nothing Ever Happened,39,350920,0.264,0.841,0.0321,Deerhunter,Microcastle,deerhunter,60.587679235760746,alternative
2538,Williams Blood - Edit,33,242400,0.7140000000000001,0.438,0.0355,Grace Jones,Williams Blood,grace-jones,43.63138643362828,electronic
2539,Single Again,41,231253,0.852,0.736,0.0719,The Fiery Furnaces,EP,the-fiery-furnaces,57.37884373500999,alternative
2540,Atlas,48,427200,0.7609999999999999,0.721,0.0392,Battles,Mirrored,battles,98.92210890784347,electronic
2541,Red Eyes,66,298920,0.464,0.815,0.0368,The War On Drugs,Lost In The Dream,the-war-on-drugs,59.73645370611976,alternative
2542,The Less I Know The Better,39,216318,0.64,0.755,0.0287,Tame Impala,Currents,tame-impala,47.14990101701695,alternative
2543,Tilted,62,233247,0.872,0.361,0.0609,Christine and the Queens,Chaleur Humaine,christine-and-the-queens,44.93586043321267,alternative
2544,Chateau Lobby #4 (in C for Two Virgins),51,170840,0.436,0.804,0.0409,Father John Misty,"I Love You, Honeybear",father-john-misty,33.09978453427998,alternative
2545,VCR,62,177093,0.762,0.481,0.0299,The xx,xx,the-xx,34.394297423942476,alternative
2546,Midnight City,75,243960,0.507,0.7290000000000001,0.0393,M83,"Hurry up, We're Dreaming",m83,47.11411245779357,alternative
2547,Can't Do Without You,58,236400,0.457,0.404,0.0598,Caribou,Our Love,caribou,31.8027402739649,alternative
2548,Seasons (Waiting On You),64,226440,0.498,0.721,0.0282,Future Islands,Singles,future-islands,43.12913724650747,alternative
2549,Desire Lines,58,404413,0.318,0.918,0.0373,Deerhunter,Halcyon Digest,deerhunter,78.10116232740477,alternative
2550,The Mother We Share,58,191293,0.449,0.7190000000000001,0.0307,CHVRCHES,The Bones Of What You Believe (Special Edition),chvrches,34.9104815713529,alternative
2551,Bloodbuzz Ohio,57,275933,0.39,0.8340000000000001,0.0444,The National,High Violet (Expanded Edition),the-national,52.77144415156663,alternative
2552,"Archie, Marry Me",50,196560,0.27,0.83,0.0741,Alvvays,Alvvays,alvvays,33.7832749226964,alternative
2553,Depreston,47,292853,0.6920000000000001,0.467,0.0336,Courtney Barnett,"Sometimes I Sit and Think, and Sometimes I Just Sit",courtney-barnett,53.03310219075045,alternative
2554,I Can Change,57,352003,0.644,0.73,0.0287,LCD Soundsystem,This Is Happening,lcd-soundsystem,75.56958136526205,alternative
2555,Oblivion,58,251266,0.6970000000000001,0.529,0.0338,Grimes,Visions,grimes,48.13246626219319,alternative
2556,Oblivion,58,251266,0.6970000000000001,0.529,0.0338,Bastille,Oblivion,bastille,48.13246626219319,alternative
2557,Royals,80,190185,0.616,0.4320000000000001,0.133,Lorde,Pure Heroine,lorde,31.142355810621414,alternative
2558,Zebra,48,288720,0.608,0.474,0.0273,Beach House,Teen Dream,beach-house,48.81103859476975,alternative
2559,Breezeblocks,71,227080,0.569,0.645,0.0387,alt-J,An Awesome Wave,alt-j,43.07363177705313,
2560,Snap Out Of It,74,193030,0.728,0.638,0.0336,Arctic Monkeys,AM,arctic-monkeys,41.19926126038853,alternative
2561,Heart Is A Drum,52,271106,0.62,0.598,0.0304,Beck,Morning Phase,beck,51.594135082475404,alternative
2562,33 “GOD”,64,213000,0.52,0.389,0.0403,Bon Iver,"22, A Million",bon-iver,30.252230828003984,alternative
2563,Dancing On My Own,47,288670,0.68,0.8640000000000001,0.0344,Robyn,Body Talk Pt. 1,robyn,69.64065817824438,alternative
2564,Dancing On My Own,47,288670,0.68,0.8640000000000001,0.0344,Calum Scott,Dancing On My Own,calum-scott,69.64065817824438,hip-hop
2565,I Know There's Gonna Be (Good Times),62,213622,0.458,0.597,0.22,Jamie xx,In Colour,jamie-xx,35.21375636905106,electronic
2566,Pretty Pimpin,67,298760,0.5660000000000001,0.664,0.0281,Kurt Vile,b'lieve i'm goin down...,kurt-vile,57.41713007160836,alternative
2567,Distant Past,55,221693,0.6940000000000001,0.812,0.0355,Everything Everything,Get To Heaven (Deluxe),everything-everything,52.166400472493365,alternative
2568,Sleep Alone,53,236440,0.521,0.759,0.0419,Two Door Cinema Club,Beacon,two-door-cinema-club,47.28733502185126,alternative
2569,Boyfriend,36,149813,0.256,0.872,0.0519,Best Coast,Crazy For You,best-coast,26.404169941360202,alternative
2570,Boyfriend,36,149813,0.256,0.872,0.0519,Justin Bieber,Believe,justin-bieber,26.404169941360202,pop
2571,Shut Up Kiss Me,62,202200,0.373,0.63,0.0461,Angel Olsen,MY WOMAN,angel-olsen,31.688085636295742,alternative
2572,Something For Your M.I.N.D.,58,165391,0.698,0.542,0.131,Superorganism,Something For Your M.I.N.D.,superorganism,32.044055630467696,alternative
2573,Busy Earnin',64,181772,0.457,0.883,0.0376,Jungle,Jungle,jungle,38.05797730969409,alternative
2574,Ready to Start,62,255893,0.282,0.932,0.0387,Arcade Fire,The Suburbs,arcade-fire,48.53902085751919,alternative
2575,Limit To Your Love,61,276720,0.775,0.281,0.096,James Blake,James Blake,james-blake,45.65815793215408,hip-hop
2576,Los Ageless,64,281346,0.527,0.716,0.0616,St. Vincent,MASSEDUCTION,st-vincent,54.641900035780736,alternative
2577,Yet Again,54,318423,0.472,0.875,0.0446,Grizzly Bear,Shields,grizzly-bear,67.0171483526013,alternative
2578,Stylo (feat. Mos Def and Bobby Womack),65,270520,0.6859999999999999,0.7509999999999999,0.0604,Gorillaz,Plastic Beach,gorillaz,60.739339603036825,alternative
2579,Necessary Evil,60,317800,0.828,0.7240000000000001,0.113,Unknown Mortal Orchestra,Multi-Love,unknown-mortal-orchestra,77.06541626758374,alternative
2580,It's Real,50,168493,0.419,0.856,0.0298,Real Estate,Days,real-estate,33.56649281494479,alternative
2581,If You're Never Gonna Move,43,207240,0.618,0.565,0.0334,Jessie Ware,Devotion - The Gold Edition,jessie-ware,38.30648006512408,electronic
2582,Them Changes,57,188385,0.785,0.546,0.0644,Thundercat,Drunk,thundercat,39.17764203315891,electronic
2583,Laura,49,266493,0.459,0.187,0.0361,Bat For Lashes,The Haunted Man,bat-for-lashes,26.898758923702637,alternative
2584,Shame,49,249706,0.522,0.845,0.0345,Young Fathers,White Men Are Black Men Too,young-fathers,53.3348909155965,alternative
2585,Shame,49,249706,0.522,0.845,0.0345,Elle King,Shame,elle-king,53.3348909155965,alternative
2586,Shame,49,249706,0.522,0.845,0.0345,Ciaran Lavery,Not Nearly Dark,ciaran-lavery,53.3348909155965,alternative
2587,Queen,39,230720,0.416,0.523,0.0291,Perfume Genius,Too Bright,perfume-genius,33.85047397770969,alternative
2588,(No One Knows Me) Like the Piano,67,218160,0.621,0.199,0.0344,Sampha,Process,sampha,27.951356934043115,alternative
2589,Keep Your Name,55,270172,0.542,0.485,0.0361,Dirty Projectors,Dirty Projectors,dirty-projectors,43.3535534656544,alternative
2590,Step,66,251626,0.624,0.7240000000000001,0.101,Vampire Weekend,Modern Vampires of the City,vampire-weekend,52.997980965892665,alternative
2591,There's A Reason Why (I Never Returned Your Calls),65,222488,0.493,0.882,0.046,Blossoms,Cool Like You (Deluxe),blossoms,47.799484069755266,
2592,Salad Days,67,145893,0.43,0.7709999999999999,0.0375,Mac DeMarco,Salad Days,mac-demarco,27.377348287289706,alternative
2593,Cupid,51,223986,0.468,0.716,0.0499,The Big Moon,Love In The 4th Dimension,the-big-moon,41.436827294616165,alternative
2594,Cupid,51,223986,0.468,0.716,0.0499,pH-1,loves,ph-1,41.436827294616165,
2595,Don’t Delete The Kisses,63,275226,0.604,0.789,0.0273,Wolf Alice,Visions Of A Life,wolf-alice,59.90381666507815,alternative
2596,Simple Song,45,255400,0.546,0.878,0.0525,The Shins,Port Of Morrow,the-shins,56.82570088858125,alternative
2597,Simple Song,45,255400,0.546,0.878,0.0525,Passenger,Simple Song,passenger,56.82570088858125,metal
2598,Song For Zula,62,370200,0.4920000000000001,0.626,0.0349,Phosphorescent,Muchacho De Lujo (Deluxe Edition),phosphorescent,64.6684031005814,alternative
2599,Sadness Is A Blessing,44,240752,0.313,0.733,0.0433,Lykke Li,Wounded Rhymes,lykke-li,39.34735167786703,alternative
2600,Not In Love - Radio Version,59,226986,0.487,0.98,0.0868,Crystal Castles,(II),crystal-castles,52.0287155336878,alternative
2601,The Sound,68,248879,0.648,0.936,0.0762,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",the-1975,61.59668629659895,
2602,Man I Need,30,216826,0.542,0.946,0.0505,Jagwar Ma,Howlin,jagwar-ma,50.411336090586225,alternative
2603,Black Belt,41,258826,0.965,0.393,0.0835,John Grant,Pale Green Ghosts,john-grant,54.91886957839656,alternative
2604,Marks To Prove It,47,254546,0.298,0.92,0.101,The Maccabees,Marks To Prove It,the-maccabees,48.44260440087562,
2605,Undertow,47,353226,0.495,0.491,0.0248,Warpaint,The Fool,warpaint,54.41811537025261,alternative
2606,Love Is Blind,49,250083,0.412,0.6629999999999999,0.0615,Låpsley,Long Way Home,låpsley,42.005538203369014,
2607,Bad Girls,69,227520,0.64,0.92,0.0594,M.I.A.,Matangi,mia,55.45722013284188,hip-hop
2608,So Now You Know,42,302786,0.441,0.8490000000000001,0.0347,The Horrors,Luminous,the-horrors,61.029444898431116,alternative
2609,Magic Spell,39,260007,0.63,0.593,0.0492,This Is The Kit,Bashed Out,this-is-the-kit,49.68501396074117,alternative
2610,Default,53,185640,0.747,0.875,0.0282,Django Django,Django Django,django-django,47.04747589487022,alternative
2611,Concrete,49,214106,0.446,0.902,0.0423,Shame,Songs of Praise,shame,45.09544209534554,metal
2612,Nothing Arrived,47,223935,0.562,0.72,0.0323,Villagers,{Awayland},villagers,44.85634889509366,alternative
2613,Fill in the Blank,56,244506,0.339,0.8290000000000001,0.058,Car Seat Headrest,Teens Of Denial,car-seat-headrest,44.621717507097564,alternative
2614,Every Time the Sun Comes Up,63,262520,0.6629999999999999,0.522,0.0374,Sharon Van Etten,Are We There,sharon-van-etten,48.60653522059845,alternative
2615,Figure It Out,70,184053,0.657,0.8170000000000001,0.0554,Royal Blood,Royal Blood,royal-blood,42.38911046563408,alternative
2616,Seven Words,51,277266,0.303,0.298,0.0327,Weyes Blood,Front Row Seat To Earth,weyes-blood,26.036644172191327,alternative
2617,Old Friends,58,207720,0.488,0.555,0.0398,Pinegrove,Cardinal,pinegrove,33.85139271478995,alternative
2618,Your Best American Girl,56,212183,0.36,0.257,0.0315,Mitski,Puberty 2,mitski,20.45547968856688,alternative
2619,I Was Denied,37,218760,0.244,0.95,0.0763,Thee Oh Sees,Warm Slime,thee-oh-sees,40.811838583519915,alternative
2620,Best of Friends,43,210067,0.237,0.88,0.0505,Palma Violets,180,palma-violets,36.66274052396138,alternative
2621,Bright Lit Blue Skies,43,144973,0.279,0.838,0.0396,Ariel Pink,Before Today,ariel-pink,25.301963097393944,alternative
2622,Wanderlust,40,296040,0.5660000000000001,0.625,0.047,Wild Beasts,Present Tense (Special Edition),wild-beasts,55.09041904098224,alternative
2623,Lightning Bolt,61,144013,0.551,0.8390000000000001,0.0787,Jake Bugg,Jake Bugg,jake-bugg,31.277383599293138,alternative
2624,Master Of My Craft,33,190346,0.162,0.867,0.069,Parquet Courts,Light Up Gold +Tally All The Things That You Broke,parquet-courts,30.60363744884837,alternative
2625,Husbands,38,170133,0.297,0.86,0.0391,Savages,Silence Yourself,savages,30.756423894038992,alternative
2626,Daddy's Car,37,290144,0.625,0.916,0.0793,Eno • Hyde,Someday World,eno-•-hyde,69.86025259019794,
2627,Bizness,47,263733,0.76,0.76,0.0509,Tune-Yards,W H O K I L L,tune-yards,62.63570668537473,alternative
2628,Thievery,30,153704,0.536,0.6890000000000001,0.0463,Arca,Xen (????? Edition),arca,29.41949253838618,alternative
2629,Inspector Norse,59,400751,0.912,0.7809999999999999,0.0444,Todd Terje,It's the Arps,todd-terje,106.00967220773458,electronic
2630,Lose It,32,270706,0.596,0.5539999999999999,0.0266,Austra,Feel It Break (Deluxe Version),austra,48.64180034968258,electronic
2631,Lose It,32,270706,0.596,0.5539999999999999,0.0266,Kane Brown,Lose It,kane-brown,48.64180034968258,country
2632,When We're Dancing,36,251466,0.621,0.8740000000000001,0.0416,Twin Shadow,Forget,twin-shadow,58.74005990540759,alternative
2633,She Said,59,225653,0.422,0.949,0.0694,Sundara Karma,Youth is Only Ever Fun in Retrospect,sundara-karma,48.33842383466482,alternative
2634,Sea Calls Me Home,45,187360,0.319,0.544,0.0364,Julia Holter,Have You In My Wilderness,julia-holter,25.263969725425735,alternative
2635,I Don't Wanna Be Funny Anymore,53,163292,0.595,0.772,0.0367,Lucy Dacus,No Burden,lucy-dacus,34.87766015790403,alternative
2636,Are You with Me Now?,43,260573,0.603,0.633,0.0259,Cate le Bon,Mug Museum,cate-le-bon,50.32245296550517,alternative
2637,heartsigh,50,199142,0.611,0.632,0.0304,Purity Ring,another eternity,purity-ring,38.67656642328467,alternative
2638,Devil's Spoke,15,218188,0.447,0.568,0.0423,Laura Marling,I Speak Because I Can,laura-marling,34.602766523595754,alternative
2639,How Can I Compete,53,174200,0.579,0.685,0.026,The Magic Gang,The Magic Gang (Deluxe),the-magic-gang,34.40401619352228,alternative
2640,Honey All Over,28,196022,0.579,0.73,0.0317,Gruff Rhys,Hotel Shampoo,gruff-rhys,40.0920608928937,alternative
2641,Walrus,50,190986,0.611,0.6659999999999999,0.0631,D.D Dumbo,Utopia Defeated,dd-dumbo,38.10713943085175,alternative
2642,Holy City,37,284935,0.6829999999999999,0.7829999999999999,0.0459,Joan As Police Woman,The Classic,joan-as-police-woman,65.26700562023346,alternative
2643,Holda You (I'm Psycho),29,239506,0.392,0.862,0.17,White Denim,Stiff,white-denim,46.927546956370925,alternative
2644,Static Resistance,44,228693,0.256,0.8440000000000001,0.0564,Hookworms,Microshift,hookworms,39.30605663357859,alternative
2645,All Day and All of the Night,13,142226,0.563,0.915,0.08,The Kinks,Kinks (Deluxe Edition),the-kinks,32.844854994226644,rock
2646,She's Not There,18,145306,0.517,0.535,0.0441,The Zombies,The Zombies,the-zombies,23.884337876498613,electronic
2647,Send Me A Postcard,48,160826,0.344,0.81,0.0448,Shocking Blue,Scorpio's Dance,shocking-blue,28.998530333167185,pop
2648,"Liar, Liar",7,110493,0.465,0.484,0.0345,Castaways,20th Century Rocks: 60's Rock Bands - Wild Thing,castaways,16.383809758925267,
2649,I Can't Explain - Mono Version,10,125320,0.5670000000000001,0.69,0.0768,The Who,I Can't Explain (Mono Version),the-who,24.613285125677923,alternative
2650,Laisse tomber les filles,54,127160,0.659,0.57,0.0321,France Gall,Best Of,france-gall,24.418350366947966,pop
2651,Communication Breakdown,52,150200,0.375,0.956,0.175,Led Zeppelin,Led Zeppelin (Remastered),led-zeppelin,31.23646698718299,metal
2652,Over Under Sideways Down - The Mono Album,45,142506,0.529,0.861,0.0784,The Yardbirds,Roger the Engineer,the-yardbirds,30.95008663940664,rock
2653,See Emily Play - 1996 Remastered Version,41,173800,0.456,0.71,0.0361,Pink Floyd,Relics (1996 Remastered Version),pink-floyd,31.663742228624905,rock
2654,Tomorrow Never Knows - Remastered,18,179546,0.38,0.8290000000000001,0.0405,The Beatles,Revolver (Remastered),the-beatles,33.91688460631023,rock
2655,Fire,46,174160,0.439,0.882,0.087,Arthur Brown,The Crazy World Of Arthur Brown,arthur-brown,35.94720699240167,rock
2656,Fire,46,174160,0.439,0.882,0.087,Louis The Child,Fire,louis-the-child,35.94720699240167,electronic
2657,Fire,46,174160,0.439,0.882,0.087,Ferry Corsten,L.E.F.,ferry-corsten,35.94720699240167,electronic
2658,Fire,46,174160,0.439,0.882,0.087,Magnificence,Fire,magnificence,35.94720699240167,electronic
2659,Fire,46,174160,0.439,0.882,0.087,Barns Courtney,The Dull Drums - EP,barns-courtney,35.94720699240167,alternative
2660,Fire,46,174160,0.439,0.882,0.087,Diskopunk,Fire,diskopunk,35.94720699240167,electronic
2661,Fire,46,174160,0.439,0.882,0.087,Matrix & Futurebound,Fire,matrix-and-futurebound,35.94720699240167,electronic
2662,Seven and Seven Is,34,139160,0.453,0.7879999999999999,0.0341,Love,Da Capo,love,26.983614292924006,metal
2663,Piece Of My Heart,47,266240,0.429,0.665,0.14,Janis Joplin,Janis,janis-joplin,45.50976001899974,rock
2664,Making Time,39,178066,0.4320000000000001,0.917,0.12,The Creation,Our Music Is Red - With Purple Flashes,the-creation,37.532446262474444,alternative
2665,Misirlou,46,160840,0.423,0.8959999999999999,0.0368,Dick Dale and his Del-Tones,Greatest Hits 1961 - 1976,dick-dale-and-his-del-tones,33.14765261113515,alternative
2666,"Mini, mini, mini",39,114773,0.773,0.483,0.0818,Jacques Dutronc,"Et moi, et moi, et moi",jacques-dutronc,22.52388450787411,rock
2667,Can't Seem To Make You Mine,52,185480,0.6990000000000001,0.384,0.044,The Seeds,The Seeds,the-seeds,31.386252380825898,electronic
2668,Dirty Water,43,169160,0.6509999999999999,0.8190000000000001,0.0403,The Standells,Fever Pitch (Original Motion Picture Soundtrack),the-standells,38.85339112418732,rock
2669,Incense And Peppermints,9,167453,0.491,0.649,0.0305,Strawberry Alarm Clock,Incense And Peppermints,strawberry-alarm-clock,29.827146180756838,pop
2670,Pretty Big Mouth,6,129120,0.5870000000000001,0.573,0.0383,Count Five,Psychotic Reaction,count-five,23.40267089994047,rock
2671,Friday On My Mind,57,163293,0.374,0.991,0.0813,The Easybeats,Easy,the-easybeats,34.826845403736506,rock
2672,(We Ain't Got) Nothin' Yet,7,134853,0.41,0.904,0.0537,The Blues Magoos,60's Gold,the-blues-magoos,27.686617219445353,rock
2673,Funnel Of Love,13,131039,0.598,0.675,0.0398,Wanda Jackson,Let's Have A Party (The Very Best Of Wanda Jackson),wanda-jackson,26.064109567209215,country
2674,I'm Five Years Ahead Of My Time,34,134906,0.414,0.731,0.0327,The Third Bardo,I'm Five Years Ahead Of My Time,the-third-bardo,24.135187161430544,rock
2675,Can't Find My Way Home,17,196640,0.556,0.249,0.0339,Blind Faith,Blind Faith,blind-faith,24.73327718828954,alternative
2676,Debora,38,187760,0.215,0.7090000000000001,0.0355,T. Rex,Get It On: The Collection,t-rex,27.107468801219984,alternative
2677,Pictures of Matchstick Men - Mono Version,53,190600,0.241,0.604,0.0313,Status Quo,Picturesque Matchstickable Messages from the Status Quo,status-quo,25.16480236996667,hip-hop
2678,Zig Zag Wanderer,45,158800,0.428,0.843,0.0747,Captain Beefheart & His Magic Band,Safe As Milk,captain-beefheart-and-his-magic-band,31.536244021568443,
2679,These Days,23,210666,0.406,0.131,0.0315,Nico,Chelsea Girl,nico,17.675945494516487,alternative
2680,These Days,23,210666,0.406,0.131,0.0315,Manwolves,These Days,manwolves,17.675945494516487,hip-hop
2681,These Days,23,210666,0.406,0.131,0.0315,Aaron Taos,These Days,aaron-taos,17.675945494516487,alternative
2682,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),48,146737,0.428,0.923,0.123,The 13th Floor Elevators,The Psychedelic Sounds of the 13th Floor Elevators - 2008 Remaster,the-13th-floor-elevators,30.974828010231104,
2683,Crimson And Clover,56,209640,0.408,0.6920000000000001,0.0685,Tommy James & The Shondells,Anthology,tommy-james-and-the-shondells,36.03136830888316,rock
2684,Waitin' Around To Die,40,145586,0.614,0.464,0.0397,Townes Van Zandt,For The Sake Of The Song,townes-van-zandt,24.521797037229163,country
2685,Telstar,43,195093,0.196,0.7509999999999999,0.0405,The Tornados,Telstar,the-tornados,28.867261397886583,rock
2686,Surfin' Bird,16,134560,0.57,0.991,0.0652,The Trashmen,Surfin' Bird Bird Dance Beat,the-trashmen,32.81956347488864,rock
